LAKE_ID,Summarized Area in SQUAREFEET,sqmiles,Count of Points,Septic Density 
0905UWB5084,3875584487,139.0172155,1046,7.524247956
0905UPP0062,3680727715,132.0277031,985,7.460555449
1201ECA0703A,1499228558,53.77732838,982,18.26048318
0801FIR0782A,256815476.1,9.211971128,953,103.4523433
1702PHIXXX1,90127207.18,3.232862922,952,294.4758324
1201KYS0704A,1439391501,51.63097314,947,18.34170349
1310WIL0016,245464721.3,8.804819553,940,106.759712
1302CRO0059,226881819.5,8.138250865,892,109.6058618
1310KIN0024,233456654.3,8.37409019,891,106.3996183
0705BEE0308,740569124.2,26.56421449,883,33.24020744
0301WAT0166,1271010220,45.59113659,872,19.1265247
1501GRE1026,45840348.24,1.644293291,860,523.0210477
1302WES0067,388213260,13.92520964,859,61.68668354
1003UNI0074,1183240351,42.44283139,849,20.00337801
1301MUC0333,234732403.1,8.419851299,848,100.7143677
1003FRA5095,1040139946,37.30981986,834,22.35336442
1003FRA5095,1011859761,36.29540963,832,22.92300896
0502LAM0047,204921965.2,7.350550892,816,111.0120877
0602WHI5358,1282478837,46.00251588,816,17.73816028
1201GAR0683A,227038328,8.143864825,806,98.97020853
0903LON0241,1970759924,70.69115847,770,10.89245129
1302MID0062,169805225.5,6.090913439,764,125.4327463
1201ROC0685A,212286830.6,7.614728614,763,100.2005506
0103HOW5361,778877931.8,27.93835141,757,27.09537112
0303FLO1030C,1548415379,55.54165964,752,13.53938656
1003KIW0100,724010469.5,25.97025554,714,27.49299093
0801FOR0944,1272807011,45.65558748,687,15.04744628
1702NEW0292,66164770.51,2.373330318,685,288.6239622
0702OTI0175,207697766.3,7.450118877,683,91.6763895
0903PAR0241A,1185956128,42.54024631,677,15.91434133
0905UWB0253,2291690757,82.20294745,677,8.235714424
1301BRO0338B,177384170.2,6.362770185,671,105.4572113
1301WIN0338C,155796905,5.588434982,634,113.4485776
0905SOU0261,1897297583,68.0560643,627,9.212992353
1301UWB0338D,154733450.5,5.550288869,620,111.7058976
1301BUR0366,210642902.2,7.555760902,595,78.74785978
0601CAN0392,307095955.7,11.01553193,588,53.3791744
0902LAM5101,1011899728,36.29684324,583,16.06200286
0902LAM5101,1011239311,36.27315409,580,15.98978679
0402CHUXXX1,569788625,20.43831798,574,28.08450287
0905FLA0265,1785810540,64.05702407,573,8.945154857
1307KIN0837,159412780.9,5.718136451,566,98.98329724
1302CAR0062A,103650298.4,3.717936204,562,151.1591295
0403RUS0146,387497700.2,13.89954251,560,40.28909583
1301UWB0420B,120410976.6,4.319141731,539,124.7933116
1104ALG0276A,1271389066,45.6047258,538,11.79702302
0602LLY5637,160064045.7,5.741497319,527,91.78790317
1201DEL1059,826389130.2,29.6425781,523,17.64353958
0602ULI0067,156729832.6,5.621899095,511,90.89455206
1003FIR0103,593865452.8,21.30195379,505,23.70674563
1301UWB5916,110464639.3,3.962366612,496,125.1777154
1104FAX0360,94059866.7,3.373927419,489,144.9349495
0601OTS0404,368268762.8,13.20980052,486,36.79086593
1301UWB5917,104284724.7,3.740693075,473,126.4471558
1101ROU1089,146105308.1,5.240797402,469,89.49019855
1201CAN0717,195958921.8,7.029046525,456,64.87366364
0705UWB0340A,263143096.8,9.438942882,455,48.20455062
1003LWE0208,395722178.9,14.19455456,453,31.91364676
0705ITH0340B,250216462.6,8.975264513,446,49.69212878
1003FIS0124,349522184.1,12.53736074,446,35.57367528
1005DRE5275,88303499.42,3.167446524,437,137.966023
1104IND0597,1025352047,36.77937793,433,11.77290168
1302UWB5115,63955493.44,2.29408355,426,185.6950677
1201ECA0697,31448853.68,1.128070382,424,375.8630729
1501ANT0995B,138228308.8,4.958249437,424,85.51405197
1306UWB6126,664102440.9,23.82135456,422,17.71519747
0705UWB0340C,235053434.3,8.431366688,421,49.93259285
0301GLE0167,890496870.1,31.94212273,418,13.08616849
0502WAN0048,37888004.41,1.359042718,415,305.3619982
1306HON0812,658118278,23.60670263,413,17.49503124
0602TAY0151,162291218.2,5.821385997,409,70.25818254
0902CHA0006A,566012428.8,20.30286582,404,19.89866867
1201UWB0560,72319022.44,2.594083335,402,154.9680361
1402UWB5050,287770924.5,10.32234306,397,38.4602602
0402CON0067,440368289.1,15.79601053,392,24.81639267
1308ROB0902,186598076.9,6.693273018,385,57.52043865
1302BOY0076,186565836.4,6.692116552,378,56.48437188
1103CAR0075,63668390.67,2.283785173,376,164.6389531
0703JAM0144,226968290.6,8.141352584,374,45.9383126
1303TOM0240D,164782183,5.910736904,370,62.59794777
1501UWB6614,306853759.7,11.00684436,368,33.43374249
1301UWB0424,123669059.2,4.436009154,366,82.5065926
1306RON0815A,626955285.3,22.48888608,364,16.18577277
1201GAL0563,46599161.29,1.671511915,363,217.1686583
0602GOO0067B,139769016.3,5.013514615,363,72.40429677
0602UWB5636,133694885.7,4.79563555,358,74.65121072
1005GLE0441,64496444.36,2.313487459,356,153.8802376
1103COS0079,41998737.99,1.506494732,353,234.3187749
0903FOR0276,868773478.7,31.16290468,353,11.32757051
0903RAQ0293,570520832.6,20.46458227,352,17.20044883
0906BON0024,97629200.4,3.501959418,348,99.3729391
0905BRO5140,1166930984,41.8578144,346,8.266078986
1303BRO0260,291848313.1,10.46859899,345,32.95569926
1303UWB5560,150150962,5.385915007,344,63.87029865
0906BUT0054,85578962.87,3.069717398,341,111.0851443
1402UWB5041,174974140.2,6.276322409,341,54.3311796
0905CHA0303,1125243676,40.36249066,338,8.37411157
0602TUL0068,83535273.41,2.996410257,330,110.1317816
1104BRA0347,239497561.3,8.590777524,330,38.4132867
1104LOO0367,52825662.7,1.894856521,323,170.4614552
1101BAL1090,56264751.62,2.018216641,315,156.078388
0104LIM0130,6150340.333,0.220612708,314,1423.308762
1302UWB0044P,98516492.42,3.533786583,313,88.5735436
1104LUZ0318,148642441,5.331804359,313,58.70432952
0801KAY0984A,722165801,25.90408728,313,12.08303526
1002MIN0010B,434490995.3,15.585192,310,19.89067571
0503ALM0029C,271315772.1,9.732096745,308,31.64785637
0905CRA0309,920975803.4,33.03540207,306,9.262790245
1301COR0165B,93372715.24,3.349279296,298,88.97436544
1401JEF0240A,174256251,6.250571723,297,47.51565347
0301LON0154,151638701.6,5.439280226,296,54.41896495
1306UWB6234,179917038.1,6.453624157,296,45.86570163
1102TOM1095,275561490.2,9.884390653,296,29.94620613
0801BRA0689,28804055.46,1.033201469,295,285.5203063
0703DER0139A,15291189.71,0.548494975,294,536.0122033
1104PIS0234,398750269.3,14.30317216,292,20.41505176
1307KIN0838A,99924767.49,3.58430141,289,80.62937989
1306UWB6178,212944113.1,7.638305337,283,37.05010307
1301OSC0175,25918472.42,0.929695606,278,299.022603
1302PUT0093B,31706819.57,1.137323618,274,240.9164777
1302LOS0093A,33145287.46,1.188921461,274,230.4609757
1201PEC0686,81373059.97,2.918851661,274,93.87253338
1702MIL0296,19653112.83,0.704957157,273,387.2575762
0402HEM0044,278717931.1,9.997612189,268,26.80640086
1305GRE0366,74483074.29,2.671707875,267,99.93607554
1702WEB0291,18609274.06,0.667514661,265,396.995026
0202FIN0153,24325002.7,0.872537847,263,301.4195899
0801HIG0418,1572735182,56.41401098,252,4.466975413
1104PAR0432,224327262,8.046618888,251,31.19322581
1003MUD0052,199076341.6,7.140868373,248,34.7296697
0302THE0069,350231570.9,12.56280645,248,19.74081198
1302MAH0053,15869221.7,0.569228982,247,433.920281
1104PLE0313,141663176.1,5.081458127,246,48.41130122
1401MOU0114,55767005.43,2.000362485,244,121.9778924
0303LIG0018A,1267204893,45.45463951,244,5.367988892
1203HIN0799,1843921918,66.1414792,243,3.673942629
1301UWB0442,80987433.97,2.905019257,241,82.95986316
0801BEL0423,1496862388,53.69245386,234,4.358154325
1301UWB0364C,73777208.89,2.646388483,233,88.0445186
1310NAS0034,93464915.2,3.352586508,233,69.49857951
0703UWB5031,222292010.6,7.97361442,232,29.09596424
0303SAL0019A,1241898637,44.54690411,232,5.207993791
1002CHA0020,130249291,4.672042068,231,49.44304795
0801ELM0425,1490251222,53.45531133,229,4.283952226
1301CHO0437,106264044.2,3.811691265,228,59.81596728
0801EFF0426,1481564715,53.14372633,226,4.252618618
1402WAN0053,10503424.16,0.376757825,221,586.5837033
1307SAU0834,96574928.78,3.464142695,219,63.21910477
0703TUS0153A,23332251.57,0.836927864,217,259.2816052
1305UWB0371,82353161.03,2.954007886,214,72.44395013
0302POR0089,153035606.3,5.489387198,214,38.98431506
0602BRA0154,9179423.939,0.329265937,213,646.8935176
1702UWB1106B,91118766.74,3.268430163,210,64.25102864
0602MOR0152,45238889.79,1.622718977,208,128.179927
1304GAY0350,78845563.31,2.828190356,207,73.19167876
1402NEV0058B,666304848.1,23.9003549,202,8.451757341
0801LON0922,47115199.91,1.690022221,200,118.3416393
0703UWB0105,131673190.2,4.723117332,199,42.13319001
1301ORA0340,44826637.59,1.60793149,198,123.1395748
1402WOL0037,13576625.37,0.486993552,197,404.5228098
1302KIR0052,24954370.44,0.895113268,197,220.0838789
0801SOF0434,1444848344,51.8267101,197,3.801128793
1005HAD0432,59312212.47,2.127529061,194,91.18559343
1701MAI0907,51975920.81,1.864376279,192,102.9835029
1104SEC0322,123307016.3,4.423022675,192,43.40922806
1002UWB5007,280007833.2,10.04388098,190,18.9169904
0303UWB5011,427591452.6,15.3377054,189,12.32257336
0801FIF0786,102150399.9,3.664134844,182,49.67066108
1101LON0030,93797346.88,3.364510833,178,52.90516478
0402HON0057,221572992.7,7.947823248,178,22.39606927
1301PEE0171,5343346.687,0.191665846,175,913.0473893
1301VIC0420A,58730241.56,2.106653765,175,83.070129
1403MUS0280A,14736336.08,0.528592375,173,327.2843274
0404LOO0079,16593134.03,0.595195718,173,290.6606934
1302DRE0063,60767052.14,2.17971416,173,79.36820486
1310UWB0055,92761403.44,3.327351541,171,51.39222528
1104THI0324,118750225.9,4.259570603,170,39.91012612
1301GAR0146,88856758.65,3.187291933,168,52.70932301
0801BEA0449,1352813553,48.52542215,168,3.462102802
0202LCA0133,33884967.33,1.215453778,166,136.5745066
0602UWB0157,73245852.77,2.627328739,164,62.42081456
1401UWB0172,47272887.64,1.69567848,163,96.12671385
0801OTT0926,11258808.58,0.403853464,162,401.1355963
1104FOU0325,117055582.2,4.198783734,162,38.5826016
1302SEV0077C,49979597.48,1.792768162,161,89.80525394
0904TRO0293,18194125.48,0.652623281,160,245.1644075
0102FAU0021A,6610964.921,0.237135312,157,662.0692585
0703CAZ0153,31225068.93,1.120043223,157,140.1731619
0602UWB0159,57155532.17,2.050168939,155,75.60352567
0801HES5337,96962745.28,3.478053673,155,44.5651547
1309BAS0950A,166477602.4,5.971551598,155,25.95640303
1302CRO0109,229115946.6,8.218389005,155,18.86014399
1702WIL0289,9360762.185,0.33577054,152,452.6901026
1501UWB1016M,72005598.15,2.582840806,152,58.84992976
0801SIX0787,95608250.95,3.429467962,152,44.32174369
1401UWB0151,147597521,5.294323078,152,28.70999706
0905STA0281,6755302.24,0.242312691,151,623.1617467
1310UWB0108A,8578322.48,0.307704427,150,487.4807987
1304WHA0353,27707936.96,0.993883699,150,150.9230911
1201PIN0724,54802474,1.965764742,150,76.30618088
1501UWB1017,68144971.56,2.44436013,150,61.36575301
1401CLI0100,217720158.6,7.809622089,150,19.20707536
1402YAN0021,13912912.57,0.499056174,148,296.5598018
1701GUG0938,60701631.92,2.177367537,148,67.97198796
1301UWB0364D,61027579.56,2.189059279,148,67.60895031
1701HAW0936,71880638.02,2.578358486,148,57.40086214
1104GOO0672A,132629507.1,4.75742042,147,30.89909805
0302EAS0093,137423945.7,4.929396932,147,29.82109212
1401GOS0248,78764364.45,2.825277753,146,51.67633513
1401BEA0184A,109953764.1,3.944041518,146,37.01786589
0703GRE0112C,49366389.29,1.770772384,145,81.88517131
1302GLE0057B,13865377.29,0.497351083,143,287.5232502
1104UWB5381,23696128.76,0.849980139,142,167.0627272
0705TRE0347A,68392087.07,2.453224163,142,57.8830105
1702UWB5336,75272643.72,2.70002973,142,52.59201349
1003KUS0055,144824392,5.194850941,141,27.14226098
1301ROA0183B,9669787.706,0.346855285,140,403.6265441
1401LUX0212,184747147.1,6.626880166,140,21.12607992
0301BUC0153,129687110.8,4.651876664,139,29.88041387
0801RON0739,297802482.5,10.68217505,139,13.01233123
1104FRI0365,22289319.29,0.799517883,138,172.6040192
0703UWB0013A,145588124.7,5.222246033,138,26.42541143
1306SIL0579A,81621711.8,2.927770802,137,46.79328037
1309POT0925A,147502970,5.290931534,136,25.70435832
0902IND0051,250229851,8.975744755,136,15.15194602
1006TRO0379,10996414.23,0.394441378,134,339.7209505
0905SYL0088,14851380.35,0.532719013,134,251.5397361
0303HEN1023,130872130.8,4.694383332,134,28.5447503
0702OTI0175,82464794.29,2.958012171,132,44.62456284
1301ALC0185,182907406.8,6.560888682,132,20.11922567
0602UWB0161,50537323.78,1.812773804,131,72.26494542
1301CHA0341A,68176434.05,2.445488689,131,53.56802531
0601ESI0262,529629685.1,18.9978168,131,6.895529173
1305UWB5618,47160005.27,1.691629389,130,76.84898409
0602WOO0148,80667686.45,2.893549913,130,44.92751254
1306UWB5972,85881578.63,3.080572225,130,42.19995198
1310TSA0065,107192670.9,3.845001105,130,33.81013332
0902UCH0002,453438765.8,16.26484853,130,7.992696628
1302LON0069,17641820.79,0.632812112,129,203.8519769
0703UWB5404,110578784.5,3.966461,129,32.52269466
0902UWB5250,1157734915,41.5279514,129,3.106341528
1307SHA0833A,42209650.89,1.514060177,128,84.54089336
1104SAC0314,86724811.98,3.110819006,128,41.14672045
0703PAN0094,4011374.646,0.143888009,127,882.6308827
1202WAR0609,14364437.29,0.515252366,127,246.4811585
1310COP0108,6216332.29,0.222979839,126,565.0735081
1301UWB5921,38989194.17,1.398542395,126,90.09380085
1302SHE0050A,10254491.43,0.367828608,125,339.8321866
0303PER0390,211799376.9,7.597243649,125,16.45333568
1101FOO0058,95432375.28,3.423159301,123,35.93171955
0801STI0493,1009463230,36.20944606,123,3.396903664
1311MIL0289,110399184.8,3.960018759,122,30.80793487
0302MET0100,166242665,5.963124394,122,20.45907346
0906MUD0057,26838701.7,0.96270423,121,125.6876164
0801DAR0750,230146296.2,8.255347645,120,14.5360323
1310SUM0126,141442366.3,5.073537679,119,23.45503424
0801WHI0958,8311294.2,0.298126123,118,395.805637
1302UWB0067A,26103952.48,0.936348775,118,126.0214175
1302CRO0059,34370118.88,1.232856164,118,95.71270634
1401SWA0128,81322295.07,2.917030724,118,40.45209364
1401TOR0100A,136216892.7,4.886099941,118,24.15014048
0801MOO0752,197900392.5,7.098687079,118,16.62279217
0602EAT0163,40280264.01,1.44485307,117,80.97709201
1003CLE0070,45673122.86,1.638294917,115,70.19493182
1305UWB0373,74848409.35,2.684812443,115,42.83353211
0303UWB1023A,107392234.9,3.852159466,115,29.8533851
0403ROC0155,171705319.8,6.159069821,115,18.67165064
0402GOD0017,27280772.88,0.978561323,114,116.4975534
0402UWB5055,25842240.75,0.926961176,113,121.9037032
1104NOR0197A,37926566.7,1.360425948,113,83.06222048
1501UWB5364,20291117.04,0.727842368,112,153.8794729
1401SWA0128,69980518.34,2.510201193,112,44.61793753
1302UWB0124,45059862.17,1.616297256,111,68.67548626
0902UWB5050,86076242.54,3.08755482,111,35.95077868
1004FER0222,13320634.44,0.477811157,110,230.2164742
1501LDA1008,54984658.94,1.972299716,110,55.77245644
1501UWB1007G,60791662.26,2.180596925,110,50.44490283
0302MAR0073,142033952.2,5.094757865,109,21.39453982
1501UWB1009,39295893.57,1.409543702,106,75.20164137
1003LOO0048,19635275.57,0.704317335,105,149.0805278
1301UWB5419,69899822.08,2.507306618,105,41.87760653
1201STO0721,15738361.83,0.564535039,104,184.2224005
1309UWB0926,101155331.4,3.628441737,104,28.66244177
0301UWB0182,85661993.33,3.072695701,103,33.52105448
1401MOH0173,10744240.93,0.385395922,102,264.6628938
0801CRY0590,139342179.9,4.998203993,102,20.40733034
0301UWB0182A,84753160.04,3.040095851,101,33.22263671
1306UWB5528,24971273.87,0.895719594,100,111.6420816
1306UWB0544,27360717.97,0.981428954,100,101.8922456
1311ALT0276B,42452092.52,1.522756559,100,65.67037878
0602LLE1052,43311583.9,1.553586514,100,64.36719106
1311RES0276,44612886.46,1.600264237,100,62.48967993
1104PAC0145,48549012.33,1.741453072,100,57.42331022
1302CAS0059B,3892432.464,0.139621552,99,709.0595846
0701NEA0009,79191657.38,2.84060475,98,34.49969588
1701COL0647,8315625.249,0.298281478,97,325.1961897
0801CHA0597,25309251.98,0.907842869,97,106.8466839
0902ALL5147,1107312897,39.71931362,97,2.442136864
1501WIN1009B,27392979.28,0.982586167,96,97.7013551
1204LYO1044,84281669.61,3.023183489,96,31.75460582
1302SEC0051,13770982.55,0.493965144,95,192.3212622
0301MIR0182B,82234760.53,2.94976086,95,32.20600059
0300ONT0000,121323491.4,4.351873637,94,21.59989187
1104DIM0380,230000870.5,8.250131225,94,11.39375816
0303SOU0001,13281242.04,0.476398152,93,195.2148631
0402HOR0018,15860316.32,0.568909546,93,163.4706265
1201VAN0689,22959477.92,0.823556473,93,112.9248607
1306UWB5973,55374213.41,1.986273035,93,46.82135757
0602HAT0155,4178425.23,0.149880113,92,613.8239301
1201PLE0745,8592861.289,0.308225934,92,298.482346
1301CRO0397,26056276.28,0.93463863,92,98.43376577
0903BRI0178,72698102.2,2.607680926,92,35.28038998
0603CAY0008,78143574.05,2.803010001,92,32.82185934
0902OZO0165,11191713.74,0.401446772,91,226.680114
1402UWB5033,14266075.82,0.51172414,91,177.8301881
0902EAS5188,42826663.82,1.536192431,91,59.23737036
1302UWB5208,46450550.8,1.666181257,91,54.61590665
1401BLA0103,84216284.87,3.020838138,91,30.12409002
1302SAG0076J,44587775.08,1.599363492,90,56.27238614
0403SIL0115,111628106.2,4.004100169,90,22.47696016
1404UWB5426,11174805.05,0.400840257,89,222.0335867
0705DUC0222,16441863.41,0.589769641,89,150.9063775
0903EAG0080,34582397.5,1.240470598,89,71.74696452
1302UWB0124A,37078745.2,1.33001459,89,66.91655915
0201CUB0115,141208680.5,5.06515537,89,17.5710306
1302UWB5372,19621477.74,0.703822407,87,123.6107279
0903BLU0307,126492638.2,4.537290932,87,19.17443719
1302LIN0057A,3793113.814,0.136058993,86,632.0787654
1501MOM1010,25722975.94,0.922683147,86,93.20642767
1302BOG0086,36960569.74,1.325775637,86,64.86768774
0202BEA0131,44381645.6,1.591969628,86,54.02113112
0906MIL0055,18147737.42,0.650959341,85,130.5765116
0704UWB5668,74748485.93,2.68122819,85,31.70188957
0906IND0038,403341048.4,14.46784341,85,5.875098148
1104BEL0681A,953334766.9,34.19611809,85,2.485662255
1005SUN0440,1259313.976,0.045171592,84,1859.575802
0602SON0072,6200486.873,0.222411464,84,377.6783734
0801PLE0395,6817937.418,0.244559415,84,343.4748155
1102BAN1108,9452791.501,0.339071631,84,247.7352638
0602TRE0095,14067498.66,0.504601177,84,166.4681016
1302UWB0057D,24164899.42,0.866794942,84,96.90873344
1302UWB5117,25054047.39,0.89868868,84,93.46952051
1302UWB5118,26319325.31,0.944074199,84,88.97605729
0602UWB5294,44861115.31,1.609168206,84,52.20088222
1301UWB0152D,92301739.76,3.310863405,84,25.37102554
0403UWB5121,24768377.3,0.888441694,83,93.4220001
0403UWB0123A,25590337.03,0.917925389,83,90.42129237
0301UWB0182D,77412777.87,2.776796342,83,29.89056084
0705PUN0378A,129676548.9,4.651497809,83,17.84371474
0704UWB5422,164851332.7,5.913217304,83,14.03635208
0906CLE0059,6779477.891,0.243179872,82,337.1989604
0705COM0333,15641499.73,0.561060595,82,146.1517716
1104NAN0143,39863804.37,1.429914663,82,57.34607955
1403TEN0281,8812189.781,0.316093247,81,256.2534969
1005UWB0454,30327131.98,1.087834224,81,74.45987468
0704WIN5669,65450900.33,2.347723795,81,34.50150319
1404BLU0381,5001046.859,0.179387551,80,445.9618275
1104ADI0587A,6047666.263,0.216929789,80,368.7829155
0903UWB5201,24633713.27,0.883611295,80,90.53754796
1301UWB0179B,42080363.24,1.509422629,80,53.00039793
1306MIL0515,48295485.68,1.732359071,80,46.17980263
1303BEA0234,55620558.71,1.995109441,80,40.09805094
1301UWB0028,98492511.11,3.532926374,80,22.64411752
0705UWB0378B,123253585.8,4.421106123,80,18.09501916
1101LOU0035,22967256.37,0.823835486,79,95.89293171
1309UWB950HH,32216465.76,1.155604627,79,68.36248157
1301POC0030,75027108.51,2.691222382,79,29.35469046
1401WHI0117,20234403.2,0.725808043,77,106.0886563
0906PLE0006,5963345.314,0.213905196,76,355.2975864
1302UWB0122,17826578.87,0.639439384,76,118.8541117
1501MON1020,20154676.15,0.722948234,75,103.7418677
1004LIN0315,68352075.21,2.451788938,75,30.5899088
1202UWB0587,127210411.1,4.563037446,75,16.43642001
1308LONXXX1,16926363.63,0.607148663,74,121.8811874
1201WMI0674,23174558.34,0.831271408,74,89.0202638
1302UWB0064,37599790.76,1.348704495,74,54.86746748
0302UWB0086,42975590.1,1.541534417,74,48.00411797
0402CAN0043,80359177,2.882483679,74,25.67230494
0303UWB0029,118308040.6,4.243709416,74,17.43757471
1302BRO0065,18369965.45,0.658930661,73,110.7855566
1304UWB0345E,37276965.71,1.33712476,73,54.59475599
1102BAB1109,2272417.231,0.081511606,72,883.3097943
1304PRI0351H,32110398.92,1.151800009,71,61.6426458
0104UWB0115,45796188.53,1.642709283,71,43.2212813
1301DYK0445,7179747.137,0.25753753,70,271.8050455
1401KEN0232,77529770.45,2.780992866,70,25.17086644
1202OND0608,3480896.136,0.124859744,69,552.6200645
1305UWB5670,16551589.7,0.593705523,69,116.2192322
1104OXB0252,22249848.75,0.798102075,69,86.45510667
0902TIT0028,25143696.14,0.901904381,69,76.5047842
0701PAR0197,55639447.68,1.995786988,69,34.57282786
1201STO0503A,62083556.37,2.226937167,69,30.98425992
1302DUT0065A,13725599.24,0.492337245,68,138.1167091
1004UWB5137,73382553.19,2.632232183,68,25.83358734
1306CAP0797A,82153669.5,2.946852125,68,23.07547075
0301UWB5445,86780402.32,3.112813031,68,21.84519254
0602GER0097,2088979.911,0.074931709,67,894.1474915
1306HED0463A,28610560.55,1.026260807,67,65.28554881
1003CLE0199,33179951.64,1.190164865,67,56.29472181
0601BEA0174,1578511.91,0.056621222,66,1165.640681
1304WAL0345Y,11790121.24,0.422911649,66,156.0609649
1005UWB5349,23904026.62,0.857437435,66,76.97354619
1201AMS0546,28991552.23,1.039926978,66,63.4659946
1104EFN0129,17175638.38,0.616090149,65,105.5040405
0905MOO0071,7380095.319,0.264724019,64,241.7612131
1101UWB1073,48698677.71,1.746821569,64,36.63797214
1201UWB0982,61791697.23,2.21646818,64,28.87476598
1311DUA0276A,8040159.66,0.288400527,63,218.4462028
1404FLY0388,12889124.4,0.462332892,63,136.2654508
0202UCA0136,22665316.98,0.81300492,63,77.49030596
1304HIL0345G,1631697.275,0.058528981,62,1059.304274
1202BEA0596,2160889.19,0.077511095,62,799.8854848
1103SUM0080,2245424.085,0.080543362,62,769.7716921
0601ARN0362,2312115.783,0.082935593,62,747.5680544
0502SAL0051,4912563.17,0.176213641,62,351.8456328
1401BRI0241,53447796.35,1.917172455,62,32.33929208
1004DAV0210C,193950032.1,6.956987651,62,8.911903126
0602PLY0107,1905260.934,0.06834171,61,892.5735143
1201MOU0691,2285970.213,0.081997752,61,743.9228376
1701UWB5117,7273017.338,0.260883132,61,233.8211733
0602GEN0088,20407954.49,0.732033328,61,83.32953939
0602CRO0073,24288789.35,0.871238874,61,70.01524131
0202CLY0150,35272034.66,1.265207883,61,48.21342074
1004AUG0213,56910162.07,2.041367513,61,29.88192944
0103BON5102,5463762.936,0.195985177,60,306.1456028
0903EAT0248,22733654.22,0.815456177,60,73.57844812
1301BUR0386B,23100840.73,0.828627157,60,72.40892299
1311THO0274,4359960.013,0.156391766,59,377.257714
1305STI0409,11190465.91,0.401402012,59,146.9848137
1305THO0408,14275649.91,0.512067562,59,115.219171
1601UWB6642,25865335.54,0.927789586,59,63.59200502
1601UWB6641,26349624.95,0.945161047,59,62.42322426
1302ICE0098,26418544.43,0.947633189,59,62.26037744
1301COB0415C,51634933.62,1.852145069,59,31.85495617
0105LSI0156,106265665.2,3.811749411,59,15.47845717
1003FLO0142,130169268.6,4.669171665,59,12.63607428
1302UWB5121,8142928.031,0.292086828,58,198.5710903
1306UWB6133,11007202.42,0.394828351,58,146.8992788
1301HEL0207A,14881825.4,0.533811077,58,108.6526722
1306WIC0698,37989817.86,1.362694767,58,42.56272308
0202UWB5391,101317142.2,3.634245891,58,15.95929437
1404DEE0389,8631795.417,0.309622502,57,184.0951472
1702UWB1108T,15013379.59,0.538529926,57,105.8437002
0602LEB0153,26756376.79,0.959751235,57,59.39038982
0602ULE1053,35526735.69,1.274344009,57,44.72889549
1202UWB5229,47956386.52,1.720195584,57,33.13576695
1403HUN0329,2064035.568,0.074036956,56,756.3790188
1104DES0147,8260472.331,0.296303143,56,188.9956331
1104JEN0130,11483408.28,0.411909855,56,135.9520762
1305UWB0372,21316701.51,0.764630083,56,73.23802873
