"LAKE_HISTORY_ID","LAKE_WATERBODY_NAME","Year","Date_First_Listing","Date_Last_Listing","Number_of_Reports","List_of_Locations","LATITUDE","LONGITUDE"
"0104PRIXXX1","UNNAMED POND COLLINS",2017,"2017-08-27","2017-08-27",1,"0104PRIXXX1_C",42.471866,-78.828332
"0104UWB5460","UNNAMED WATER",2019,"2019-06-19","2019-06-19",1,"0104UWB5460_C",42.713299,-78.7379
"0104UWBXXX1","UNNAMED POND ORCHARD PARK",2017,"2017-09-20","2017-09-20",1,"0104UWBXXX1_C",42.7547,-78.7258
"02-CHAD-5.6","CHADOKOIN RIVER",2022,"2022-08-06","2022-08-06",1,"02-CHAD-5.6",42.09289385,-79.24399509
"02-WANG-5.9","CONEWANGO RIVER",2020,"2020-09-21","2020-09-21",1,"02-WANG-5.9",42.05263,-79.17541
"0201ALL5357","ALLEGHENY RESERVOIR",2013,"2013-07-10","2013-08-01",2,"0201ALL5357_C",42.030537,-78.946871
"0201ALL5357","ALLEGHENY RESERVOIR",2012,"2012-08-29","2012-08-29",1,"0201ALL5357_C",42.030537,-78.946871
"0201ALL5357","ALLEGHENY RESERVOIR",2018,"2018-10-05","2018-10-25",4,"0201ALL5357_C",42.030537,-78.946871
"0201ALL5357","ALLEGHENY RESERVOIR",2019,"2019-08-26","2019-10-10",5,"0201ALL5357_C",42.030537,-78.946871
"0201ALL5357","ALLEGHENY RESERVOIR",2016,"2016-07-28","2016-10-11",7,"0201ALL5357_C",42.030537,-78.946871
"0201ALL5357","ALLEGHENY RESERVOIR",2017,"2017-07-05","2017-10-12",11,"0201ALL5357_C, 0201ALL5357_DH, 0201ALL5357_FA, 0201ALL5357_FR",42.030537,-78.946871
"0201ALL5357","ALLEGHENY RESERVOIR",2021,"2021-07-27","2021-09-28",6,"0201ALL5357_FA",42.030537,-78.946871
"0201ALL5357","ALLEGHENY RESERVOIR",2020,"2020-09-01","2020-10-16",5,"0201ALL5357_C, 0201ALL5357_FA",42.030537,-78.946871
"0201ALM5535","ALMA POND",2012,"2012-08-29","2012-08-29",1,"0201ALM5535_C",42.014099,-78.001404
"0201CUB0115","CUBA LAKE",2015,"2015-08-18","2015-09-02",2,"0201CUB0115_C",42.253399,-78.292801
"0201CUB0115","CUBA LAKE",2019,"2019-09-03","2019-09-17",2,"0201CUB0115_C",42.253399,-78.292801
"0201QUA5359","QUAKER LAKE",2019,"2019-07-03","2019-09-11",2,"0201QUA5359_OPRBEACH",42.043301,-78.867798
"0201QUA5359","QUAKER LAKE",2014,"2014-09-14","2014-09-14",1,"0201QUA5359_C",42.043301,-78.867798
"0201QUA5359","QUAKER LAKE",2015,"2015-08-14","2015-08-14",1,"0201QUA5359_C",42.043301,-78.867798
"0201QUA5359","QUAKER LAKE",2018,"2018-08-13","2018-08-13",1,"0201QUA5359_OPRBEACH",42.043301,-78.867798
"0201QUA5359","QUAKER LAKE",2022,"2022-08-04","2022-09-04",3,"0201QUA5359_OPRBEACH",42.043301,-78.867798
"0201QUA5359","QUAKER LAKE",2020,"2020-07-24","2020-10-23",4,"0201QUA5359_C, 0201QUA5359_OPRBEACH",42.043301,-78.867798
"0201QUA5359","QUAKER LAKE",2021,"2021-07-20","2021-09-03",4,"0201QUA5359_OPRBEACH",42.043301,-78.867798
"0201RED0095B","RED HOUSE LAKE",2012,"2012-08-29","2012-09-07",2,"0201RED0095B_C",42.102798,-78.744598
"0201RED0095B","RED HOUSE LAKE",2016,"2016-08-10","2016-08-26",2,"0201RED0095B_OPRBEACH",42.102798,-78.744598
"0201RED0095B","RED HOUSE LAKE",2017,"2017-07-14","2017-07-14",1,"0201RED0095B_OPRBEACH",42.102798,-78.744598
"0201RED0095B","RED HOUSE LAKE",2021,"2021-07-27","2021-08-24",4,"0201RED0095B_OPRBEACH",42.102798,-78.744598
"0201RED0095B","RED HOUSE LAKE",2022,"2022-08-14","2022-09-03",3,"0201RED0095B_DH, 0201RED0095B_OPRBEACH",42.102798,-78.744598
"0201RED0095B","RED HOUSE LAKE",2013,"2013-07-10","2013-08-09",3,"0201RED0095B_C",42.102798,-78.744598
"0201RED0095B","RED HOUSE LAKE",2015,"2015-08-14","2015-08-14",1,"0201RED0095B_C",42.102798,-78.744598
"0201RED0095B","RED HOUSE LAKE",2020,"2020-08-04","2020-08-04",1,"0201RED0095B_OPRBEACH",42.102798,-78.744598
"0202BEA0131","BEAR LAKE",2018,"2018-07-15","2018-07-15",1,"0202BEA0131_C",42.346802,-79.383904
"0202BEA0131","BEAR LAKE",2019,"2019-07-25","2019-08-02",2,"0202BEA0131_C",42.346802,-79.383904
"0202CHA0122","CHAUTAUQUA LAKE",2021,"2021-05-22","2021-10-15",36,"0202CHA0122_BPDEC, 0202CHA0122_BPHL, 0202CHA0122_BRIG, 0202CHA0122_C, 0202CHA0122_CELL, 0202CHA0122_CHAN, 0202CHA0122_CHAS, 0202CHA0122_CLA, 0202CHA0122_LPPB, 0202CHA0122_LPPM, 0202CHA0122_NCSL, 0202CHA0122_OUT, 0202CHA0122_SCSL",42.202801,-79.4385
"0202CHA0122","CHAUTAUQUA LAKE",2014,"2014-07-20","2014-09-27",5,"0202CHA0122_NCSL, 0202CHA0122_SCSL",42.202801,-79.4385
"0202CHA0122","CHAUTAUQUA LAKE",2015,"2015-08-08","2015-09-07",4,"0202CHA0122_SCSL",42.202801,-79.4385
"0202CHA0122","CHAUTAUQUA LAKE",2022,"2022-06-11","2022-10-24",34,"0202CHA0122_BBSE, 0202CHA0122_BPDEC, 0202CHA0122_BPHL, 0202CHA0122_C, 0202CHA0122_CHAN, 0202CHA0122_CHAS, 0202CHA0122_CLA, 0202CHA0122_LPPB, 0202CHA0122_LPPM, 0202CHA0122_OUT, 0202CHA0122_SCSL",42.202801,-79.4385
"0202CHA0122","CHAUTAUQUA LAKE",2013,"2013-08-11","2013-09-05",3,"0202CHA0122_NCSL",42.202801,-79.4385
"0202CHA0122","CHAUTAUQUA LAKE",2018,"2018-05-14","2018-10-19",18,"0202CHA0122_C, 0202CHA0122_CHAN, 0202CHA0122_CHAS",42.202801,-79.4385
"0202CHA0122","CHAUTAUQUA LAKE",2012,"2012-08-13","2012-09-30",5,"0202CHA0122_NCSL, 0202CHA0122_SCSL",42.202801,-79.4385
"0202CHA0122","CHAUTAUQUA LAKE",2020,"2020-06-16","2020-09-20",37,"0202CHA0122_BBSE, 0202CHA0122_BEACH_2, 0202CHA0122_BPDEC, 0202CHA0122_C, 0202CHA0122_CHAS, 0202CHA0122_CICB, 0202CHA0122_CIHB, 0202CHA0122_CIUB, 0202CHA0122_CLA, 0202CHA0122_LKWB, 0202CHA0122_LPPB, 0202CHA0122_OPRBEACH, 0202CHA0122_SCSL",42.202801,-79.4385
"0202CHA0122","CHAUTAUQUA LAKE",2017,"2017-07-13","2017-09-04",11,"0202CHA0122_BPDEC, 0202CHA0122_CELL, 0202CHA0122_GRNHRST, 0202CHA0122_LPPB, 0202CHA0122_NCSL, 0202CHA0122_SCSL",42.202801,-79.4385
"0202CHA0122","CHAUTAUQUA LAKE",2019,"2019-07-01","2019-10-28",27,"0202CHA0122_BPDEC, 0202CHA0122_BPHL, 0202CHA0122_BRIG, 0202CHA0122_C, 0202CHA0122_CELL, 0202CHA0122_CHAS, 0202CHA0122_LKWB, 0202CHA0122_LPPM, 0202CHA0122_OPRBEACH, 0202CHA0122_SCSL",42.202801,-79.4385
"0202CHA0122","CHAUTAUQUA LAKE",2016,"2016-08-07","2016-09-08",4,"0202CHA0122_BPDEC, 0202CHA0122_LPPM, 0202CHA0122_SCSL, 0202CHA0122_STFY",42.202801,-79.4385
"0202FIN0153","FINDLEY LAKE",2016,"2016-09-08","2016-09-08",1,"0202FIN0153_OUT",42.101898,-79.726196
"0202FIN0153","FINDLEY LAKE",2019,"2019-07-18","2019-09-15",4,"0202FIN0153_C",42.101898,-79.726196
"0202FIN0153","FINDLEY LAKE",2015,"2015-08-11","2015-10-06",8,"0202FIN0153_C",42.101898,-79.726196
"0202FIN0153","FINDLEY LAKE",2022,"2022-09-08","2022-09-08",1,"0202FIN0153_C",42.101898,-79.726196
"0202FIN0153","FINDLEY LAKE",2020,"2020-08-15","2020-08-31",2,"0202FIN0153_BEACH_1, 0202FIN0153_C",42.101898,-79.726196
"0202FIN0153","FINDLEY LAKE",2012,"2012-08-06","2012-09-11",4,"0202FIN0153_C",42.101898,-79.726196
"0202FIN0153","FINDLEY LAKE",2018,"2018-08-09","2018-08-23",3,"0202FIN0153_C",42.101898,-79.726196
"0202FIN0153","FINDLEY LAKE",2017,"2017-08-14","2017-10-05",4,"0202FIN0153_BEACH_1, 0202FIN0153_C, 0202FIN0153_E",42.101898,-79.726196
"0202FIN0153","FINDLEY LAKE",2021,"2021-07-20","2021-07-20",1,"0202FIN0153_OUT",42.101898,-79.726196
"0300ONT0000","LAKE ONTARIO",2016,"2016-08-19","2016-08-19",1,"0300ONT0000_LPSP",43.65615,-76.18207
"0300ONT0000","LAKE ONTARIO",2021,"2021-07-23","2021-09-04",3,"0300ONT0000_OPRBEACH_14, 0300ONT0000_OPRBEACH_15",43.65615,-76.18207
"0300ONT0000","LAKE ONTARIO",2020,"2020-07-25","2020-09-06",8,"0300ONT0000_BEACH_5, 0300ONT0000_BEACH_7, 0300ONT0000_LPSP, 0300ONT0000_OPRBEACH_14, 0300ONT0000_OPRBEACH_15",43.65615,-76.18207
"0300ONT0000","LAKE ONTARIO",2017,"2017-07-31","2017-08-31",5,"0300ONT0000_BEACH_2, 0300ONT0000_LPSP, 0300ONT0000_OPRBEACH_14",43.65615,-76.18207
"0300ONT0000","LAKE ONTARIO",2019,"2019-07-05","2019-07-15",2,"0300ONT0000_BEACH_2, 0300ONT0000_OPRBEACH_14",43.65615,-76.18207
"0300ONT0000","LAKE ONTARIO",2015,"2015-10-02","2015-10-02",1,"0300ONT0000_OPRBEACH_14",43.65615,-76.18207
"0300ONT0000","LAKE ONTARIO",2018,"2018-08-12","2018-09-16",4,"0300ONT0000_GUF, 0300ONT0000_OPRBEACH_14, 0300ONT0000_OSW",43.65615,-76.18207
"0300ONT0000","LAKE ONTARIO",2022,"2022-07-04","2022-08-28",5,"0300ONT0000_C, 0300ONT0000_OPRBEACH_11",43.65615,-76.18207
"0301BRA0155A","BRADDOCK BAY",2022,"2022-06-20","2022-07-01",2,"0301BRA0155A_C",43.312302,-77.715599
"0301BUC0153","BUCK POND",2016,"2016-08-03","2016-08-03",1,"0301BUC0153_DH",43.281359,-77.668496
"0301CRA0155","CRANBERRY POND",2020,"2020-08-04","2020-08-04",1,"0301CRA0155_C",43.300499,-77.697304
"0301CRA0155","CRANBERRY POND",2016,"2016-08-03","2016-08-03",1,"0301CRA0155_C",43.300499,-77.697304
"0301GLE0167","GLENWOOD LAKE",2018,"2018-09-12","2018-09-12",1,"0301GLE0167_C",43.233398,-78.389099
"0301WAT0166","WATERPORT RESERVOIR",2016,"2016-08-02","2016-08-02",1,"0301WAT0166_C",43.3213,-78.258499
"0302BLI0077","BLIND SODUS BAY",2014,"2014-08-02","2014-08-02",1,"0302BLI0077_C",43.338299,-76.728302
"0302BLI0077","BLIND SODUS BAY",2016,"2016-09-13","2016-10-11",3,"0302BLI0077_C",43.338299,-76.728302
"0302DUR0148A","DURAND LAKE",2016,"2016-09-07","2016-10-26",3,"0302DUR0148A_C",43.233299,-77.557602
"0302IRO0113","IRONDEQUOIT BAY",2019,"2019-08-13","2019-10-15",2,"0302IRO0113_C",43.191799,-77.522003
"0302IRO0113","IRONDEQUOIT BAY",2021,"2021-10-05","2021-10-05",1,"0302IRO0113_C",43.191799,-77.522003
"0302LAC0132","LAKE LACOMA",2014,"2014-09-28","2014-09-28",1,"0302LAC0132_C",43.0509,-77.479401
"0302LAC0132","LAKE LACOMA",2017,"2017-06-05","2017-08-20",6,"0302LAC0132_C",43.0509,-77.479401
"0302LAC0132","LAKE LACOMA",2018,"2018-06-10","2018-06-10",1,"0302LAC0132_C",43.0509,-77.479401
"0302LAC0132","LAKE LACOMA",2020,"2020-10-06","2020-10-06",1,"0302LAC0132_C",43.0509,-77.479401
"0302LAC0132","LAKE LACOMA",2015,"2015-11-13","2015-11-13",1,"0302LAC0132_C",43.0509,-77.479401
"0302LAC0132","LAKE LACOMA",2021,"2021-06-06","2021-09-07",4,"0302LAC0132_C",43.0509,-77.479401
"0302LSO0076","LITTLE SODUS BAY",2021,"2021-06-29","2021-10-05",2,"0302LSO0076_C",43.330502,-76.709198
"0302LSO0076","LITTLE SODUS BAY",2022,"2022-09-07","2022-09-07",1,"0302LSO0076_C",43.330502,-76.709198
"0302LSO0076","LITTLE SODUS BAY",2019,"2019-07-07","2019-07-07",1,"0302LSO0076_C",43.330502,-76.709198
"0302MIL0092","MILLPOND",2020,"2020-08-19","2020-08-19",1,"0302MIL0092_C",43.169701,-76.7658
"0302POR0089","PORT BAY",2016,"2016-09-13","2016-10-11",2,"0302POR0089_C",43.2976,-76.8321
"0302POR0089","PORT BAY",2019,"2019-08-19","2019-09-16",3,"0302POR0089_C",43.2976,-76.8321
"0302POR0089","PORT BAY",2020,"2020-07-31","2020-08-11",9,"0302POR0089_C",43.2976,-76.8321
"0302POR0089","PORT BAY",2014,"2014-07-22","2014-07-22",1,"0302POR0089_C",43.2976,-76.8321
"0302SOD0096","SODUS BAY",2012,"2012-09-07","2012-10-03",2,"0302SOD0096_C",43.248299,-76.958504
"0302SOD0096","SODUS BAY",2019,"2019-06-05","2019-07-03",3,"0302SOD0096_C",43.248299,-76.958504
"0302SOD0096","SODUS BAY",2022,"2022-08-31","2022-09-08",3,"0302SOD0096_C",43.248299,-76.958504
"0302SOD0096","SODUS BAY",2015,"2015-06-09","2015-06-09",1,"0302SOD0096_SPO",43.248299,-76.958504
"0302SOD0096","SODUS BAY",2013,"2013-08-27","2013-08-27",1,"0302SOD0096_C",43.248299,-76.958504
"0302TINXXX1","TINKER PARK POND",2018,"2018-09-28","2018-09-28",1,"0302TINXXX1_C",43.067417,-77.570756
"0302UWB0108D","CASEY PARK POND",2022,"2022-04-07","2022-04-07",1,"0302UWB0108D_C",43.235298,-77.297401
"0302UWB0108D","CASEY PARK POND",2021,"2021-11-17","2021-11-17",1,"0302UWB0108D_C",43.235298,-77.297401
"0302UWB0108D","CASEY PARK POND",2014,"2014-10-31","2014-10-31",1,"0302UWB0108D_C",43.235298,-77.297401
"0302UWBXXX1","UNNAMED POND FAIRPORT",2016,"2016-08-18","2016-08-18",1,"0302UWBXXX1_C",43.119955,-77.405022
"0303HYD0391","HYDE LAKE",2021,"2021-07-10","2021-09-03",8,"0303HYD0391_C",44.243599,-75.833198
"0303HYD0391","HYDE LAKE",2018,"2018-08-15","2018-09-14",2,"0303HYD0391_BEACH_1, 0303HYD0391_C",44.243599,-75.833198
"0303HYD0391","HYDE LAKE",2020,"2020-08-19","2020-08-19",1,"0303HYD0391_C",44.243599,-75.833198
"0303HYD0391","HYDE LAKE",2017,"2017-08-24","2017-08-24",1,"0303HYD0391_BEACH_1",44.243599,-75.833198
"0303HYD0391","HYDE LAKE",2022,"2022-07-27","2022-11-11",32,"0303HYD0391_C",44.243599,-75.833198
"0303LAK1031","LAKEVIEW POND",2019,"2019-08-03","2019-08-03",1,"0303LAK1031_C",43.748901,-76.206596
"0303LOR0009","LORTON LAKE",2012,"2012-08-24","2012-09-22",2,"0303LOR0009_C",43.503741,-75.89079
"0303NOR1041","NORTH SANDY POND",2020,"2020-08-29","2020-08-29",1,"0303NOR1041_C",43.6535,-76.176002
"0303NOR1041","NORTH SANDY POND",2015,"2015-09-25","2015-09-25",1,"0303NOR1041_DH",43.6535,-76.176002
"0303NOR1041","NORTH SANDY POND",2019,"2019-08-15","2019-08-20",2,"0303NOR1041_C",43.6535,-76.176002
"0303NOR1041","NORTH SANDY POND",2018,"2018-08-19","2018-09-16",2,"0303NOR1041_C",43.6535,-76.176002
"0303NOR1041","NORTH SANDY POND",2022,"2022-08-04","2022-09-17",5,"0303NOR1041_C",43.6535,-76.176002
"0303NOR1041","NORTH SANDY POND",2016,"2016-08-02","2016-09-06",4,"0303NOR1041_C",43.6535,-76.176002
"0303NOR1041","NORTH SANDY POND",2021,"2021-08-06","2021-10-08",3,"0303NOR1041_C",43.6535,-76.176002
"0303SIX1030","SIXTOWN POND",2016,"2016-08-02","2016-09-06",2,"0303SIX1030_C",43.828999,-76.1269
"0303SIX1030","SIXTOWN POND",2015,"2015-08-19","2015-08-19",1,"0303SIX1030_C",43.828999,-76.1269
"0303SOU0001","SOUTH SANDY POND",2016,"2016-09-06","2016-09-06",1,"0303SOU0001_C",43.622601,-76.1912
"0402CAN0043","CANADICE LAKE",2019,"2019-09-20","2019-09-20",1,"0402CAN0043_CSL1",42.718399,-77.568802
"0402CAN0043","CANADICE LAKE",2022,"2022-10-06","2022-10-06",1,"0402CAN0043_C",42.718399,-77.568802
"0402CAN0043","CANADICE LAKE",2017,"2017-08-01","2017-08-01",1,"0402CAN0043_C",42.718399,-77.568802
"0402CON0067","CONESUS LAKE",2022,"2022-07-12","2022-08-12",7,"0402CON0067_BEACH_1, 0402CON0067_BEACH_2, 0402CON0067_BEACH_3, 0402CON0067_CSL2",42.752201,-77.718697
"0402CON0067","CONESUS LAKE",2014,"2014-08-27","2014-09-05",2,"0402CON0067_C",42.752201,-77.718697
"0402CON0067","CONESUS LAKE",2019,"2019-06-27","2019-10-21",7,"0402CON0067_BEACH_1, 0402CON0067_BEACH_3, 0402CON0067_C, 0402CON0067_CSL1",42.752201,-77.718697
"0402CON0067","CONESUS LAKE",2018,"2018-06-20","2018-10-23",7,"0402CON0067_BEACH_2, 0402CON0067_C, 0402CON0067_VIT",42.752201,-77.718697
"0402CON0067","CONESUS LAKE",2020,"2020-06-20","2020-08-19",8,"0402CON0067_BEACH_1, 0402CON0067_BEACH_3",42.752201,-77.718697
"0402CON0067","CONESUS LAKE",2021,"2021-07-07","2021-09-16",6,"0402CON0067_BEACH_1, 0402CON0067_BEACH_3, 0402CON0067_C",42.752201,-77.718697
"0402CON0067","CONESUS LAKE",2016,"2016-06-21","2016-11-25",7,"0402CON0067_C, 0402CON0067_VIT",42.752201,-77.718697
"0402CON0067","CONESUS LAKE",2017,"2017-07-13","2017-09-14",2,"0402CON0067_C, 0402CON0067_VIT",42.752201,-77.718697
"0402CONXXX1","CONESUS CREEK",2014,"2014-09-05","2014-09-05",1,"0402CONXXX1_C",42.834736,-77.704561
"0402CONXXX1","CONESUS CREEK",2015,"2015-07-20","2015-07-20",1,"0402CONXXX1_C",42.834736,-77.704561
"0402HEM0044","HEMLOCK LAKE",2018,"2018-07-25","2018-07-25",1,"0402HEM0044_C",42.705799,-77.605904
"0402HEM0044","HEMLOCK LAKE",2017,"2017-07-12","2017-07-13",2,"0402HEM0044_C, 0402HEM0044_CSL1",42.705799,-77.605904
"0402HEM0044","HEMLOCK LAKE",2021,"2021-06-21","2021-10-15",4,"0402HEM0044_CSL1",42.705799,-77.605904
"0402HEM0044","HEMLOCK LAKE",2022,"2022-07-22","2022-07-23",2,"0402HEM0044_CSL1",42.705799,-77.605904
"0402HEM0044","HEMLOCK LAKE",2019,"2019-07-18","2019-08-21",4,"0402HEM0044_CSL1, 0402HEM0044_CSL2",42.705799,-77.605904
"0402HEM0044","HEMLOCK LAKE",2020,"2020-06-26","2020-09-08",4,"0402HEM0044_C, 0402HEM0044_CSL1, 0402HEM0044_CSL3",42.705799,-77.605904
"0402HON0057","HONEOYE LAKE",2019,"2019-07-01","2019-10-08",22,"0402HON0057_3202, 0402HON0057_3203, 0402HON0057_3204, 0402HON0057_3205, 0402HON0057_3206, 0402HON0057_3210, 0402HON0057_3211, 0402HON0057_BEACH, 0402HON0057_C, 0402HON0057_CSL1",42.7542,-77.511597
"0402HON0057","HONEOYE LAKE",2020,"2020-06-18","2020-09-15",29,"0402HON0057_3201, 0402HON0057_3202, 0402HON0057_3206, 0402HON0057_3210, 0402HON0057_3211, 0402HON0057_BEACH, 0402HON0057_C, 0402HON0057_CSL2",42.7542,-77.511597
"0402HON0057","HONEOYE LAKE",2017,"2017-07-04","2017-10-10",9,"0402HON0057_3201, 0402HON0057_3202, 0402HON0057_3203, 0402HON0057_C",42.7542,-77.511597
"0402HON0057","HONEOYE LAKE",2018,"2018-06-04","2018-10-15",13,"0402HON0057_3201, 0402HON0057_3202, 0402HON0057_3203, 0402HON0057_C",42.7542,-77.511597
"0402HON0057","HONEOYE LAKE",2014,"2014-06-16","2014-10-16",16,"0402HON0057_C",42.7542,-77.511597
"0402HON0057","HONEOYE LAKE",2015,"2015-07-27","2015-10-14",9,"0402HON0057_3203, 0402HON0057_C",42.7542,-77.511597
"0402HON0057","HONEOYE LAKE",2016,"2016-07-25","2016-09-19",9,"0402HON0057_3201, 0402HON0057_3202, 0402HON0057_3208, 0402HON0057_3210",42.7542,-77.511597
"0402HON0057","HONEOYE LAKE",2021,"2021-07-05","2021-10-14",28,"0402HON0057_3201, 0402HON0057_3205, 0402HON0057_3206, 0402HON0057_3210, 0402HON0057_3211, 0402HON0057_3212, 0402HON0057_BEACH, 0402HON0057_C, 0402HON0057_CSL1",42.7542,-77.511597
"0402HON0057","HONEOYE LAKE",2022,"2022-06-10","2022-10-05",21,"0402HON0057_3201, 0402HON0057_3202, 0402HON0057_3206, 0402HON0057_3210, 0402HON0057_BEACH, 0402HON0057_C",42.7542,-77.511597
"0402HON0057","HONEOYE LAKE",2012,"2012-08-02","2012-09-12",7,"0402HON0057_C",42.7542,-77.511597
"0402HON0057","HONEOYE LAKE",2013,"2013-07-11","2013-10-07",8,"0402HON0057_C",42.7542,-77.511597
"0402MIL0016","MILL POND",2014,"2014-08-07","2014-08-07",1,"0402MIL0016_C",43.083599,-78.056999
"0402MIL0016","MILL POND",2015,"2015-06-25","2015-10-01",2,"0402MIL0016_C",43.083599,-78.056999
"0402UWB5160","AVON MARSH DAM POND",2017,"2017-08-07","2017-09-20",2,"0402UWB5160_C, 0402UWB5160_NNE",42.9011,-77.668602
"0402UWB5160","AVON MARSH DAM POND",2018,"2018-06-20","2018-08-16",3,"0402UWB5160_C",42.9011,-77.668602
"0402UWB5160","AVON MARSH DAM POND",2021,"2021-07-20","2021-08-17",2,"0402UWB5160_C",42.9011,-77.668602
"0402UWB5160","AVON MARSH DAM POND",2022,"2022-06-28","2022-07-27",2,"0402UWB5160_C",42.9011,-77.668602
"0402UWB5160","AVON MARSH DAM POND",2015,"2015-07-29","2015-10-01",7,"0402UWB5160_C, 0402UWB5160_NNE, 0402UWB5160_NW",42.9011,-77.668602
"0402UWB5160","AVON MARSH DAM POND",2016,"2016-06-16","2016-09-28",7,"0402UWB5160_C, 0402UWB5160_NNE, 0402UWB5160_NW",42.9011,-77.668602
"0402UWB5160","AVON MARSH DAM POND",2019,"2019-09-09","2019-09-17",2,"0402UWB5160_C",42.9011,-77.668602
"0403ALL5341","ALLEN LAKE",2020,"2020-07-24","2020-07-24",1,"0403ALL5341_C",42.3852,-78.066704
